order_id,customer_id,product_id,order_date,quantity,order_status,payment_method
ORD-740afaa7-6bf4-4a02-ab2b-71cde048ef6f,CUST-5b42ff98-1b2d-487a-8dd0-c3998c92a9ad,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-01-29 02:00:00,3,Pending,Credit Card
ORD-93dbb7f1-ab30-4220-8ec6-6037980471f1,CUST-d3ac0f88-1a46-453d-ab91-b53103823874,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-01-29 07:00:00,1,Completed,Credit Card
ORD-5b423df0-e63d-4679-a6ef-36363c805182,CUST-15039afd-e253-4b6f-8626-0d1a7b008571,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-01-29 08:00:00,4,Completed,Credit Card
ORD-0a90b2cd-c7e0-4d44-88bc-5a2b75c61934,CUST-b44aa1f9-ec75-48cc-9d09-a8b03e2869fe,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-01-29 18:00:00,2,Completed,Apple Pay
ORD-8cad7c82-932a-4e06-8af9-9d56dc562877,CUST-8f1999d9-fd2a-4188-977c-d6cfde48b12a,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-01-29 20:00:00,1,Completed,Debit Card
ORD-8b0af338-835e-4995-8f08-099b56a31a30,CUST-6c293700-18ef-46f0-b9c9-341e1fc2961b,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-01-30 03:00:00,4,Completed,Credit Card
ORD-5cbf61b5-4d7e-49b5-834c-a3c1173a4eb9,CUST-a4289b67-391a-44c9-96f2-a55d4588e16b,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-01-30 23:00:00,3,Cancelled,Apple Pay
ORD-db7c34b5-04b7-4729-9dc8-1feacd7f893f,CUST-278bf7ca-92a4-4005-89b5-7b3a47292bbe,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-02-03 10:00:00,4,Cancelled,Debit Card
ORD-08a76a62-f215-4603-97ec-10869f0aea8d,CUST-17ecd18d-c985-4e38-9bb0-a2fc5b33f332,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-02-04 00:00:00,3,Pending,Apple Pay
ORD-faae2672-fcdd-4d66-809a-0fb69cf88b60,CUST-8f3e5e6e-3f4c-4d9d-8b5a-fe4d3d9dbec4,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-02-04 08:00:00,3,Completed,PayPal
ORD-a7039d56-eb4f-4d96-be70-186c393a2ae4,CUST-6df78fb0-41a7-4d89-a095-847d2642a4bb,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-02-05 19:00:00,2,Cancelled,Credit Card
ORD-6f17a04e-f257-4e51-8221-7acbcb94f9e8,CUST-32c5671b-9306-42b4-9517-69331a5d346d,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-02-06 05:00:00,3,Completed,Debit Card
ORD-dd087026-5ea9-443d-a8bf-c2af8996d036,CUST-fbe5ac25-9ad1-48cb-a082-919f5b22c749,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-02-06 18:00:00,3,Completed,Credit Card
ORD-abc49d2f-c16e-48bf-ba7e-e66c48e8e413,CUST-473c7352-267c-4388-82c7-369bfc04647c,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-02-06 18:00:00,1,Pending,Credit Card
ORD-f6542354-eedd-45fb-831e-9ee1c7d25da0,CUST-d09364e1-e4fa-421e-ac13-f0b4f257406f,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-02-06 23:00:00,2,Completed,Apple Pay
ORD-6f4b58f4-3263-4934-9ddb-13e2280cc006,CUST-f824216f-4499-4dd8-bee3-9fba5b279618,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-02-08 17:00:00,4,Completed,Debit Card
ORD-3ce8d3b7-81bb-4c53-86ab-c24300669798,CUST-67721f00-66d7-4fea-9701-bb55cad27454,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-02-10 12:00:00,3,Completed,Apple Pay
ORD-29a8193b-7674-4d26-8337-d1ec10f5411c,CUST-7e8ec301-b5ad-41c0-9476-2af430f33fdd,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-02-11 08:00:00,4,Cancelled,Debit Card
ORD-5a4fc8d8-e8e4-4934-98c8-74ca34d0face,CUST-2bef72e7-505b-4dd0-add8-a09c37bfb2ba,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-02-11 15:00:00,3,Cancelled,Credit Card
ORD-037d3c31-27f7-4971-a05c-6aeba0ba8f7f,CUST-6f6cfa2a-98e6-4c85-8e08-5c2fcd16b563,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-02-12 06:00:00,1,Completed,Credit Card
ORD-b4cde733-9349-4d4b-b0ab-c23e419ba830,CUST-89510f29-378f-4b4b-91b3-614be79e35ce,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-02-12 21:00:00,3,Pending,Credit Card
ORD-2e009317-9c70-485e-999b-621b7541236b,CUST-f52a1f42-94a0-4506-a9e9-f1ecb1ddafaf,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-02-14 16:00:00,4,Completed,Apple Pay
ORD-70990909-b689-4868-a25b-6a013e589ed1,CUST-86da949c-b3b9-4d3e-9a24-0425d352f1ee,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-02-15 22:00:00,1,Completed,PayPal
ORD-e16307c6-2332-474b-b89b-aed07e217981,CUST-04c7f227-e2a9-445c-9f8e-44de0757a481,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-02-16 00:00:00,4,Completed,PayPal
ORD-6d24da54-845a-4643-8724-dfb568d9c925,CUST-2c089b2e-9344-4b12-9f30-d25072cb2e6c,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-02-16 01:00:00,4,Pending,PayPal
ORD-0dc56a2c-0470-4365-9f05-4a5eba1aa43f,CUST-40af7d33-32f9-47f3-8cc3-9ec5b20d1fc4,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-02-16 12:00:00,4,Completed,PayPal
ORD-610c2b1f-1306-4c46-9b9d-26d4584ce3de,CUST-74db5cc3-ea18-477b-a5f3-dc23c07e1b2a,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-02-17 04:00:00,3,Completed,PayPal
ORD-6ce66b50-4432-4630-bed0-3746ae974f08,CUST-17ecd18d-c985-4e38-9bb0-a2fc5b33f332,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-02-17 06:00:00,4,Pending,Debit Card
ORD-58da962b-2921-4e54-87a1-08c97e457244,CUST-01655386-0c1b-4ac8-afe1-3d4a79daa528,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-02-17 23:00:00,3,Completed,Credit Card
ORD-8fa42dac-4b37-4ee8-b19a-48692bf88c58,CUST-6ff160b8-3833-4921-91d1-102ac96fee31,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-02-19 08:00:00,4,Cancelled,PayPal
ORD-b888855a-c1eb-4a01-b04e-1f78833e2247,CUST-6def7f02-8db1-47ec-a0f1-ec4d0fdcc6a6,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-02-19 20:00:00,4,Cancelled,Debit Card
ORD-1e982e82-bf93-4ea4-9379-faa8eff7ac8c,CUST-95ccab1b-fb10-4942-a50e-6f2137aa0a01,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-02-20 00:00:00,2,Completed,Debit Card
ORD-2b8a51ca-f025-4837-8e4a-6f675471e9fd,CUST-6def7f02-8db1-47ec-a0f1-ec4d0fdcc6a6,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-02-22 23:00:00,1,Completed,Apple Pay
ORD-f9d7c08e-4a8e-4cb8-ad2d-6a03fe880f9c,CUST-44508570-a4aa-41a6-a987-9a6f4aced686,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-02-23 21:00:00,4,Cancelled,Apple Pay
ORD-85480d89-bdb9-4e48-a4d8-df2253c0674b,CUST-ed9662a7-2ca9-43eb-9490-c08a8eb9df54,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-02-24 00:00:00,4,Completed,Apple Pay
ORD-f526b341-98bd-41b8-b584-bb1fbfcfc205,CUST-784174f9-a283-41cb-a2c1-0a93e7231263,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-02-24 10:00:00,4,Completed,Apple Pay
ORD-7f66a16f-95b3-4464-aec0-5568fd7eebd2,CUST-8f86ec83-984f-493b-816d-011e6a885d65,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-02-25 17:00:00,2,Pending,PayPal
ORD-e4fb0f20-7394-4544-87ec-fa0849fd41cf,CUST-f824216f-4499-4dd8-bee3-9fba5b279618,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-02-26 17:00:00,1,Completed,Credit Card
ORD-6910ffbb-5db5-4c85-8224-bc8358df668f,CUST-8628e829-9120-4108-9040-012d5616cf8c,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-02-26 19:00:00,4,Cancelled,Debit Card
ORD-dbace25e-90e6-4aa5-8179-86b26f676b16,CUST-771c36cd-26e1-4f04-a110-7c0956e402fd,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-02-26 20:00:00,1,Pending,Credit Card
ORD-ca973676-7f59-4e8c-86cb-4349fa7c84d7,CUST-5405e892-a40b-4afc-88ca-0252b5dc9f7b,PROD-aab0afe9-5df6-4b48-ae99-f322e3820802,2025-02-27 12:00:00,3,Completed,Credit Card
ORD-cf9db9da-2441-4c73-9bd3-02706e16cb18,CUST-067316bd-d42b-4a6a-a692-5358bf4297dd,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-02-28 09:00:00,2,Completed,PayPal
ORD-113b8b3d-a9ef-4a5c-90a7-87c94ec69eb7,CUST-67721f00-66d7-4fea-9701-bb55cad27454,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-03-01 06:00:00,3,Completed,Credit Card
ORD-1a5e82a9-4038-4876-a422-1ce541810900,CUST-81a07ad9-9ea5-4c28-ab3d-ea36dc2e1152,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-03-01 08:00:00,1,Completed,PayPal
ORD-677947d3-ef9f-4295-9907-d3a8cbc0c0ee,CUST-ab25de93-0d02-475a-bfa3-3deb0ddc24b8,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-03-03 12:00:00,2,Completed,PayPal
ORD-28a0fd42-847e-452e-8c57-8e81b1f449db,CUST-c5537bfe-f296-4d1c-ac12-269bb25d25b4,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-03-03 17:00:00,2,Completed,Debit Card
ORD-b45c50a1-c19e-4d83-a89a-3bdb0f06e30e,CUST-b6ee109a-c632-48ce-879c-a51864c9a037,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-03-05 06:00:00,3,Completed,PayPal
ORD-ccdf91ad-7a0e-4c72-9e37-7207c579a68a,CUST-5e807d1e-e94b-4b6d-b28f-2ad01fd9cc2c,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-03-05 12:00:00,3,Completed,Debit Card
ORD-3ffc19a2-2cf0-4aaa-b94f-595dcbf311c2,CUST-07ad50c4-6e0f-45c5-b298-0322db9883f9,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-03-05 14:00:00,1,Cancelled,Apple Pay
ORD-005c11e2-ccf4-4343-929f-284f698ed4eb,CUST-78beff06-655f-49aa-b57c-a58649f2447c,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-06 02:00:00,3,Completed,Debit Card
ORD-a3b123c9-8023-40e8-aa07-c36266294969,CUST-bcd92b44-d62b-46aa-8cd0-2c2ee7915164,PROD-35dc3662-e193-4ac2-a527-af21c2f79d56,2025-03-06 15:00:00,3,Completed,PayPal
ORD-467c6c23-05d3-4fc3-8dcd-2c8d9e67ee4f,CUST-6c293700-18ef-46f0-b9c9-341e1fc2961b,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-03-07 07:00:00,4,Cancelled,Credit Card
ORD-906df9f1-07ee-40a4-ab6c-bd3f5e879e21,CUST-bd7f7801-6209-41e8-bd56-46d4c8a38003,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-03-09 21:00:00,3,Completed,PayPal
ORD-07b43438-1dac-41ab-b763-ff1717b053b5,CUST-bda55a77-5f72-44da-9029-e34a01f889a3,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-03-10 04:00:00,2,Completed,PayPal
ORD-b0fb491e-f79c-469c-8a51-dc938c8f162f,CUST-2e32404f-62f6-4529-94e7-8685c870dc28,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-03-10 05:00:00,3,Completed,Apple Pay
ORD-c7e93ccc-97ee-4b88-8219-44fbc61eed79,CUST-32c5671b-9306-42b4-9517-69331a5d346d,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-03-10 15:00:00,4,Completed,Debit Card
ORD-596f733a-f831-4f58-9e06-3fc8adb1ef0b,CUST-36991a36-2d61-4de8-9559-af2905611cd1,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-11 05:00:00,4,Completed,PayPal
ORD-37dc169c-a18e-4e02-9faa-fbe27478f958,CUST-016ec8c2-99c8-4448-98be-ca31d22dbcf9,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-03-11 17:00:00,3,Completed,Apple Pay
ORD-74bc274b-33ca-47c4-bf90-db9b5b43b7eb,CUST-15a7b2d4-4f99-4908-9a4f-fee7d7b686af,PROD-391c0c33-fe4c-43ec-a362-1a200b406e9f,2025-03-11 17:00:00,3,Completed,Debit Card
ORD-e01d681d-6589-495c-8ec5-62813817a4bd,CUST-d09364e1-e4fa-421e-ac13-f0b4f257406f,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-03-11 20:00:00,3,Completed,PayPal
ORD-9c5f2ad7-ece1-4837-beae-1d531c447d76,CUST-8f1999d9-fd2a-4188-977c-d6cfde48b12a,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-03-12 16:00:00,4,Completed,PayPal
ORD-556e9750-1ec2-4c9f-bd2f-33ddcc263887,CUST-12d56580-2e45-4bed-ad50-2bf5a3f11b22,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-03-12 20:00:00,2,Completed,Apple Pay
ORD-4f651370-e346-4903-8c2d-82d8c758bc92,CUST-f824216f-4499-4dd8-bee3-9fba5b279618,PROD-2778f30b-81d5-4495-82c5-3eec31a4cb04,2025-03-14 14:00:00,3,Completed,Debit Card
ORD-b1ec9936-fb08-4a91-ae22-01992fcb5d36,CUST-de30a851-4634-48b0-8789-258191a4d145,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-03-15 05:00:00,4,Cancelled,Credit Card
ORD-79cf2dc3-4694-4fe0-8679-6ba5a2801248,CUST-c5537bfe-f296-4d1c-ac12-269bb25d25b4,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-03-15 20:00:00,2,Pending,PayPal
ORD-74c45a10-410f-4268-87c3-defe28832e9a,CUST-067316bd-d42b-4a6a-a692-5358bf4297dd,PROD-a85036c2-6bc2-4de1-9d61-afa53c07995a,2025-03-16 03:00:00,3,Cancelled,Debit Card
ORD-3ed791b4-e4ca-48da-ad4f-5efc390ab871,CUST-784174f9-a283-41cb-a2c1-0a93e7231263,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-17 13:00:00,1,Completed,Credit Card
ORD-b6e65aab-f953-496f-be2d-fc4220b467a1,CUST-74ea4fce-e580-41a7-aac2-818d9ceb79e4,PROD-64314286-d564-4c55-9694-ee4b8b4d89c8,2025-03-17 15:00:00,1,Completed,Apple Pay
ORD-1af35478-b44e-4def-b4a8-d1c32832201b,CUST-69a8c523-ec1d-4d25-8a9e-4b46598199cb,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-03-17 18:00:00,3,Completed,Credit Card
ORD-71aa702c-b7ec-4fa8-a1d7-eddd3b1a4179,CUST-b6ee109a-c632-48ce-879c-a51864c9a037,PROD-043183ed-f499-422b-ac48-bf3d52113c94,2025-03-19 01:00:00,1,Pending,Debit Card
ORD-d616a255-e4df-4797-8e4f-2c68e46c4299,CUST-ddbf7bae-e09f-4211-b623-9bd1bcc7b375,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-03-19 07:00:00,2,Pending,Apple Pay
ORD-c16446f6-4e91-479d-bdb9-db79db512e5e,CUST-6ec46708-ad17-493c-9512-ad1515121f08,PROD-51e479b3-f91a-4677-814a-cb82b2c3c107,2025-03-20 01:00:00,1,Pending,Debit Card
ORD-879ece99-8ba7-47ac-8e82-d0e3a9c6647a,CUST-66d6b5e7-eb41-4707-b8db-3151869d74f8,PROD-d70f9c69-d4aa-42b4-ace5-01904a73071a,2025-03-21 07:00:00,3,Completed,Apple Pay
ORD-5764e311-a54a-4f9c-a60b-b7377293ca26,CUST-771c36cd-26e1-4f04-a110-7c0956e402fd,PROD-577a23c6-5b4d-4041-813a-3a8b596ceb04,2025-03-21 11:00:00,2,Cancelled,Credit Card
ORD-63d348c2-fc33-4ccb-8786-df742198fe48,CUST-b807029c-d06b-4727-a348-5260998c2e94,PROD-64e93a84-4dbb-4661-9ec3-043dd1693d6e,2025-03-21 17:00:00,4,Pending,Credit Card
ORD-70efde94-4f52-4ee0-b9d7-5af38bc91aa3,CUST-04d1beb4-7991-4cdb-b622-ffc1f8bd7217,PROD-e6c46fd7-4654-4fc5-9bae-d335fdd7223f,2025-03-21 18:00:00,2,Cancelled,Debit Card
